Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
5914P01|2015P01564|1594D*1|||||000001|01/01/2001|Vente|1,00|4||RUE|7764|SAINT FIRMIN|59800|LILLE|59|350||AK|42||2||||||||||1|2|Appartement|1017012|56|2|||
5914P01|2015P01565|1594D*1|||||000001|01/01/2001|Vente|1,00|59||CHE|1377|VERT|59130|LAMBERSART|59|328||AN|412||285||||||||||1|3|Dépendance|282368|0|0|||
5914P01|2015P01565|1594D*1|||||000001|01/01/2001|Vente|1,00|59||CHE|1377|VERT|59130|LAMBERSART|59|328||AN|412||173||||||||||1|3|Dépendance|282260|0|0|||
5914P01|2015P01565|1594D*1|||||000001|01/01/2001|Vente|1,00|59||CHE|1377|VERT|59130|LAMBERSART|59|328||AN|412||411||430||||||||2|2|Appartement|282175|70|3|||
5914P01|2015P01566|1594D*1|||||000001|01/01/2001|Vente|1,00|31||RUE|7199|PRINCESSE|59800|LILLE|59|350||HK|97||50||||||||||1|3|Dépendance|946839|0|0|||
5914P01|2015P01566|1594D*1|||||000001|01/01/2001|Vente|1,00|31||RUE|7199|PRINCESSE|59800|LILLE|59|350||HK|97||12||||||||||1|2|Appartement|946873|80|4|||
5914P01|2015P01566|1594D*1|||||000001|01/01/2001|Vente|1,00|31||RUE|7199|PRINCESSE|59800|LILLE|59|350||HK|97||24||||||||||1|3|Dépendance|946802|0|0|||
5914P01|2015P01567|1594D*1|||||000001|01/01/2001|Vente|1,00|5||ALL|1183|DU RHIN|59130|LAMBERSART|59|328||AP|55||||||||||||0|1|Maison|283277|82|5|S||272
5914P01|2015P01568|1594D*1|||||000001|01/01/2001|Vente|1,00|9||RUE|3156|ERNEST DECONYNCK|59800|LILLE|59|350||NZ|241||38||414||||||||2|2|Appartement|1054417|84|3|||
5914P01|2015P01568|1594D*1|||||000001|01/01/2001|Vente|1,00|9||RUE|3156|ERNEST DECONYNCK|59800|LILLE|59|350||NZ|241||301||||||||||1|3|Dépendance|1054418|0|0|||
5914P01|2015P01573|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1708||||||||||1||||||||
5914P01|2015P01573|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1716||||||||||1||||||||
5914P01|2015P01574|1594D*1|||||000001|01/01/2001|Vente|1,00|1||RES|A004|CITEAUX|59800|LILLE|59|350||AR|59||1015||||||||||1|2|Appartement|312547|41|1|||
5914P01|2015P01575|1594D*1|||||000001|01/01/2001|Vente|1,00|109||RUE|0600|D HAUBOURDIN|59155|FACHES THUMESNIL|59|220||AT|119||||||||||||0|1|Maison|822080|92|5|S||462
5914P01|2015P01576|1594D*1|||||000001|01/01/2001|Vente|1,00|211|B|RUE|0890|ROGER SALENGRO|59790|RONCHIN|59|507||A|282||||||||||||0|1|Maison|566560|96|5|S||134
5914P01|2015P01577|1594D*1|||||000001|01/01/2001|Vente|1,00|21||AV|0980|ROBERT SCHUMAN|59370|MONS EN BAROEUL|59|410||AO|583||69||||||||||1|2|Appartement|531496|35|1|||
5914P01|2015P01579|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|4483|HENRI REGNAULT|59000|LILLE|59|350||ET|322||155||51||||||||2|2|Appartement|346679|72|5|||
5914P01|2015P01582|1594D*1|||||000001|01/01/2001|Vente|1,00|30||RUE|0017|DE L ABBAYE DE HAUTECOMBE|59520|MARQUETTE-LEZ-LILLE|59|386||A|3131||||||||||||0|1|Maison|855068|103|4|S||140
5914P01|2015P01583|1049*1|1594OGA||||000001|01/01/2001|Vente|1,00|1||CHE|0330|DE HALAGE|59118|WAMBRECHIES|59|636||B|3643||||||||||||0||||||AB||909
5914P01|2015P01584|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|66||RUE|0472|D AVESNES|59000|LILLE|59|350||OY|142||119||||||||||1||||||||
5914P01|2015P01584|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|66||RUE|0472|D AVESNES|59000|LILLE|59|350||OY|142||211||||||||||1||||||||
5914P01|2015P01587|1594D*1|||||000001|01/01/2001|Vente|1,00|13||RUE|5902|MAL DE LATTRE DE TASSIGNY|59800|LILLE|59|350||NX|47||1041|1,00|||||||||1|2|Appartement|970030|21|1|||
5914P01|2015P01588|1594D*1|||||000001|01/01/2001|Vente|1,00|110||RUE|1659|DU CHEVALIER FRANCAIS|59800|LILLE|59|350||BC|148||250||||||||||1|3|Dépendance|931872|0|0|||
5914P01|2015P01588|1594D*1|||||000001|01/01/2001|Vente|1,00|110||RUE|1659|DU CHEVALIER FRANCAIS|59800|LILLE|59|350||BC|148||132||||||||||1|2|Appartement|931748|52|2|||
5914P01|2015P01589|1594D*1|||||000001|01/01/2001|Vente|1,00|12||RUE|9094|VIALA|59000|LILLE|59|350||PT|295||1||3||||||||2|2|Appartement|412724|20|1|||
5914P01|2015P01593|1594D*1|||||000001|01/01/2001|Vente|1,00|8||ALL|1060|DU SAC AU DOS|59370|MONS EN BAROEUL|59|410||AK|34||||||||||||0|1|Maison|528451|77|5|S||164
5914P01|2015P01595|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|5882|MARCEL SEMBAT HELLEMMES|59260|LILLE|59|350|298|AC|328||||||||||||0|1|Maison|432465|80|5|S||152
5914P01|2015P01596|1594D*1|||||000001|01/01/2001|Vente|1,00|132||RUE|0550|FELIX FAURE|59110|LA MADELEINE|59|368||AN|146||||||||||||0|1|Maison|494500|176|8|S||149
5914P01|2015P01599|1594D*1|||||000001|01/01/2001|Vente|1,00|16||RUE|3101|D EMMERIN|59000|LILLE|59|350||EK|923||||||||||||0|1|Maison|1055703|50|2|S||82
5914P01|2015P01600|1594D*1|||||000001|01/01/2001|Vente|1,00|2||RUE|0745|DES VIOLETTES|59118|WAMBRECHIES|59|636||B|6263||||||||||||0|1|Maison|1017479|122|4|S||170
5914P01|2015P01601|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1211||||||||||1||||||||
5914P01|2015P01601|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|2||RUE|0301|D ANTIN|59800|LILLE|59|350||PY|317||1909||||||||||1||||||||
5914P01|2015P01603|1594D*1|||||000001|01/01/2001|Vente|1,00|138||AV|1440|SAINT MAUR|59110|LA MADELEINE|59|368||BC|10||24||44||||||||2|2|Appartement|483787|55|2|||
5914P01|2015P01603|1594D*1|||||000001|01/01/2001|Vente|1,00|138||AV|1440|SAINT MAUR|59110|LA MADELEINE|59|368||BC|10||98||||||||||1|3|Dépendance|483760|0|0|||
5914P01|2015P01604|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|70||RUE|2769|DORDIN|59260|LILLE|59|350|298|AN|1134||10||||||||||1||||||||
5914P01|2015P01604|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|70||RUE|2769|DORDIN|59260|LILLE|59|350|298|AN|1134||35||||||||||1||||||||
5914P01|2015P01605|1594D*1|||||000001|01/01/2001|Vente|1,00|8||RUE|0470|GUTENBERG|59370|MONS EN BAROEUL|59|410||AN|604||||||||||||0|1|Maison|526453|96|6|S||58
5914P01|2015P01607|1594FQA*1|||||000001|01/01/2001|Vente|1,00|244|B|RUE|0936|DES BOIS BLANCS|59000|LILLE|59|350||EN|471||139||||||||||1|3|Dépendance|1218941|0|0|||
5914P01|2015P01607|1594FQA*1|||||000001|01/01/2001|Vente|1,00|244|B|RUE|0936|DES BOIS BLANCS|59000|LILLE|59|350||EN|471||140||||||||||1|3|Dépendance|1218944|0|0|||
5914P01|2015P01607|1594FQA*1|||||000001|01/01/2001|Vente|1,00|244|B|RUE|0936|DES BOIS BLANCS|59000|LILLE|59|350||EN|471||7||||||||||1|2|Appartement|1217784|90|4|||
5914P01|2015P01607|1594FQA*1|||||000001|01/01/2001|Vente|1,00|44||QUAI|6530|DE L OUEST|59000|LILLE|59|350||EN|492||2031||||||||||1|2|Appartement|1219526|61|3|||
5914P01|2015P01607|1594FQA*1|||||000001|01/01/2001|Vente|1,00|44||QUAI|6530|DE L OUEST|59000|LILLE|59|350||EN|492||2005||||||||||1|3|Dépendance|1219308|0|0|||
5914P01|2015P01610|1594D*1|||||000001|01/01/2001|Vente|1,00|9||COUR|0131|BOUCHERY RUE BECQUEREL|59370|MONS EN BAROEUL|59|410||AL|697||||||||||||0|1|Maison|525671|60|4|S||29
5914P01|2015P01610|1594D*1|||||000001|01/01/2001|Vente|1,00|9||COUR|0131|BOUCHERY RUE BECQUEREL|59370|MONS EN BAROEUL|59|410||AL|717||||||||||||0|3|Dépendance|525684|0|0|S||26
5914P01|2015P01611|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||BD|6686|PAUL PAINLEVE|59000|LILLE|59|350||IK|332||56||||||||||1||||||||
5914P01|2015P01611|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||BD|6686|PAUL PAINLEVE|59000|LILLE|59|350||IK|332||83||||||||||1||||||||
5914P01|2015P01611|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||BD|6686|PAUL PAINLEVE|59000|LILLE|59|350||IK|332||94||||||||||1||||||||
5914P01|2015P01613|1594D*1|||||000001|01/01/2001|Vente|1,00|38||RUE|0158|ALEXANDRE LELEUX|59800|LILLE|59|350||NZ|195||18||||||||||1|2|Appartement|826049|35|1|||
5914P01|2015P01616|1594D*1|||||000001|01/01/2001|Vente|1,00|15||CITE|3072|EMILE RUE A COURBET|59260|LILLE|59|350|298|AO|229||||||||||||0||||||S||55
5914P01|2015P01622|1594D*1|||||000001|01/01/2001|Vente|1,00|3||RUE|0750|LEON TRULIN|59130|LAMBERSART|59|328||AL|193||||||||||||0|1|Maison|281863|69|4|S||294
5914P01|2015P01623|1049*1|1594FQA*1||||000001|01/01/2001|Vente|1,00|11||BD|6256|DE LA MOSELLE|59000|LILLE|59|350||IY|217||10087||||||||||1|3|Dépendance|1176241|0|0|||
5914P01|2015P01623|1049*1|1594FQA*1||||000001|01/01/2001|Vente|1,00|9||BD|6256|DE LA MOSELLE|59000|LILLE|59|350||IY|217||7012||||||||||1|2|Appartement|1176089|67|3|||
5914P01|2015P01624|1594D*1|||||000001|01/01/2001|Vente|1,00|24||PRV|7994|ST MICHEL|59000|LILLE|59|350||OS|94||2||||||||||1|2|Appartement|405292|48|2|||
5914P01|2015P01625|1594D*1|||||000001|01/01/2001|Vente|1,00|630||AV|7464|DE LA REPUBLIQUE|59800|LILLE|59|350||AR|82||469||499||||||||2|2|Appartement|310947|95|4|||
5914P01|2015P01625|1594D*1|||||000001|01/01/2001|Vente|1,00|630||AV|7464|DE LA REPUBLIQUE|59800|LILLE|59|350||AR|82||118||||||||||1|3|Dépendance|311070|0|0|||
5914P01|2015P01626||||||000001|01/01/2001|Vente|1,00|100||RUE|1180|PASTEUR|59110|LA MADELEINE|59|368||AD|802||||||||||||0|4|Local industriel. commercial ou assimilé|482422|240|0|S||238
5914P01|2015P01630|1594D*1|||||000001|01/01/2001|Vente|1,00|80||RUE|4658|D IENA|59000|LILLE|59|350||MV|160||14||||||||||1|2|Appartement|1014325|35|2|||
5914P01|2015P01630|1594D*1|||||000001|01/01/2001|Vente|1,00|80||RUE|4658|D IENA|59000|LILLE|59|350||MV|160||6||||||||||1|1|Maison|1014331|171|5|||
5914P01|2015P01630|1594D*1|||||000001|01/01/2001|Vente|1,00|80||RUE|4658|D IENA|59000|LILLE|59|350||MV|160||10||||||||||1|3|Dépendance|1014335|0|0|||
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4704||||||||||||0||||||S||1
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4706||||||||||||0||||||S||8
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4707||||||||||||0||||||S||379
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133358|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133367|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133370|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133356|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133364|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133365|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133357|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133374|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4739||||||||||||0|4|Local industriel. commercial ou assimilé|1133371|0|0|S||2229
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|187||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4752||||||||||||0||||||S||198
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4756||||||||||||0||||||S||157
5914P01|2015P01633|1594FQA*1|||||000001|01/01/2001|Vente|1,00|||RUE|0510|DE MENIN|59520|MARQUETTE-LEZ-LILLE|59|386||A|4760||||||||||||0||||||S||1736
5914P01|2015P01637||||||000001|01/01/2001|Vente|1,00|||RTE|0183|DE COMINES|59118|WAMBRECHIES|59|636||C|684||||||||||||0||||||T||6300
5914P01|2015P01638|1594D*1|||||000001|01/01/2001|Vente|1,00|24||RUE|0961|BOISSY D ANGLAS|59000|LILLE|59|350||IT|148||2||||||||||1|2|Appartement|365841|30|1|||
5914P01|2015P01642|1594D*1|||||000001|01/01/2001|Vente|1,00|2||RUE|6504|DE L ORPHELINAT|59000|LILLE|59|350||IV|186||34||||||||||1|3|Dépendance|366536|0|0|||
5914P01|2015P01642|1594D*1|||||000001|01/01/2001|Vente|1,00|2||RUE|6504|DE L ORPHELINAT|59000|LILLE|59|350||IV|187||113||170||||||||2|2|Appartement|366775|69|3|||
5914P01|2015P01644|1594D*1|||||000001|01/01/2001|Vente|1,00|30||RUE|4931|JEAN JAURES|59000|LILLE|59|350||MN|201||||||||||||0|1|Maison|895702|62|3|S||74
5914P01|2015P01645|1594D*1|||||000001|01/01/2001|Vente|1,00|12|C|RUE|6015|MAURICE BERTEAUX|59260|LILLE|59|350|298|AL|406||12|1,00|47||||||||2|2|Appartement|436154|65|4|||
5914P01|2015P01646|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|9||RUE|2541|DESTAILLEURS|59000|LILLE|59|350||EK|410||11||||||||||1||||||||
5914P01|2015P01646|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|9||RUE|2541|DESTAILLEURS|59000|LILLE|59|350||EK|410||16||||||||||1||||||||
5914P01|2015P01648|1594D*1|||||000001|01/01/2001|Vente|1,00|101||RUE|0950|DES MARTYRS DE LA RESISTAN|59130|LAMBERSART|59|328||AV|144||||||||||||0|3|Dépendance|286712|0|0|S||158
5914P01|2015P01650|1594D*1|||||000001|01/01/2001|Vente|1,00|211||RUE|0110|DU BALLON|59110|LA MADELEINE|59|368||BE|337||140||||||||||1|3|Dépendance|931630|0|0|||
5914P01|2015P01651|1594D*1|||||000001|01/01/2001|Vente|1,00|110||RUE|5109|JULES GUESDE|59000|LILLE|59|350||PS|565||201||||||||||1|3|Dépendance|931513|0|0|||
5914P01|2015P01651|1594D*1|||||000001|01/01/2001|Vente|1,00|110||RUE|5109|JULES GUESDE|59000|LILLE|59|350||PS|565||212||||||||||1|2|Appartement|931524|69|3|||
5914P01|2015P01652|1594D*1|||||000001|01/01/2001|Vente|1,00|36||RUE|0157|DU BEL ARBRE|59130|LAMBERSART|59|328||AN|232||||||||||||0|1|Maison|880781|87|4|S||230
5914P01|2015P01653|1594D*1|||||000001|01/01/2001|Vente|1,00|211||RUE|0110|DU BALLON|59110|LA MADELEINE|59|368||BE|337||22||||||||||1|2|Appartement|930997|104|4|||
5914P01|2015P01653|1594D*1|||||000001|01/01/2001|Vente|1,00|211||RUE|0110|DU BALLON|59110|LA MADELEINE|59|368||BE|337||112||||||||||1|3|Dépendance|931283|0|0|||
5914P01|2015P01654|1594D*1|||||000001|01/01/2001|Vente|1,00|36||AV|0363|FREDERIC CHOPIN|59790|RONCHIN|59|507||AH|660||19||||||||||1|2|Appartement|891399|68|3|||
5914P01|2015P01655|1594D*1|||||000001|01/01/2001|Vente|1,00|6||RUE|6197|DES MONTAGNARDS|59800|LILLE|59|350||BT|123||||||||||||0|1|Maison|321698|98|4|S||108
5914P01|2015P01656|1594D*1|||||000001|01/01/2001|Vente|1,00|24||RUE|7284|DU QUAI|59800|LILLE|59|350||KS|239||1268||||||||||1|2|Appartement|1024822|23|1|||
5914P01|2015P01657|1594D*1|||||000001|01/01/2001|Vente|1,00|17||RUE|1082|BOURIGNON|59000|LILLE|59|350||RZ|169||5||||||||||1|2|Appartement|911019|33|2|||
5914P01|2015P01659|1594D*1|||||000001|01/01/2001|Vente|1,00|64||RUE|4333|DE LA HALLE|59800|LILLE|59|350||HK|242||568||||||||||1|3|Dépendance|947219|0|0|||
5914P01|2015P01659|1594D*1|||||000001|01/01/2001|Vente|1,00|58||RUE|4333|DE LA HALLE|59800|LILLE|59|350||HK|242||30||49||||||||2|2|Appartement|946521|67|3|||
5914P01|2015P01660|1594D*1|||||000001|01/01/2001|Vente|1,00|23||RUE|0780|D YPRES|59520|MARQUETTE-LEZ-LILLE|59|386||B|762||||||||||||0|1|Maison|520049|87|5|S||440
5914P01|2015P01661|1594D*1|||||000002|01/01/2001|Vente|1,00|12||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|208||||||||||||0|2|Appartement|385969|58|3|S||104
5914P01|2015P01661|1594D*1|||||000002|01/01/2001|Vente|1,00|12||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|208||||||||||||0|2|Appartement|385968|70|3|S||104
5914P01|2015P01661|1594D*1|||||000002|01/01/2001|Vente|1,00|12||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|208||||||||||||0|2|Appartement|910698|70|3|S||104
5914P01|2015P01661|1594D*1|||||000002|01/01/2001|Vente|1,00|12||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|208||||||||||||0|2|Appartement|385967|70|3|S||104
5914P01|2015P01661|1594D*1|||||000002|01/01/2001|Vente|1,00|12||RUE|4992|JEANNE D ARC|59000|LILLE|59|350||LW|208||||||||||||0|3|Dépendance|385965|0|0|S||104
5914P01|2015P01663|1594D*1|||||000001|01/01/2001|Vente|1,00|17||RUE|4658|D IENA|59000|LILLE|59|350||SV|846||34|1,00|||||||||1|2|Appartement|962800|17|1|||
5914P01|2015P01665|1594D*1|||||000001|01/01/2001|Vente|1,00|17|B|RUE|5778|DU MAGASIN|59800|LILLE|59|350||HI|10||12||59||||||||2|2|Appartement|348725|90|4|||
5914P01|2015P01665|1594D*1|||||000001|01/01/2001|Vente|1,00|17|B|RUE|5778|DU MAGASIN|59800|LILLE|59|350||HI|10||49||||||||||1|3|Dépendance|348723|0|0|||
5914P01|2015P01666|1594D*1|||||000001|01/01/2001|Vente|1,00|82||BD|5603|DE LA LIBERTE|59800|LILLE|59|350||NY|92||8||||||||||1|2|Appartement|799970|10|1|||
5914P01|2015P01668|1594D*1|||||000001|01/01/2001|Vente|1,00|71||RUE|8964|VANTROYEN|59800|LILLE|59|350||AL|204||||||||||||0|1|Maison|308476|89|4|S||36
5914P01|2015P01669|1594D*1|||||000001|01/01/2001|Vente|1,00|33||RUE|0010|ABBE DESPLANQUES|59130|LAMBERSART|59|328||AV|1444||||||||||||0|3|Dépendance|287988|0|0|S||13
5914P01|2015P01670|1594D*1|||||000001|01/01/2001|Vente|1,00|455||RUE|5513|LEON GAMBETTA|59000|LILLE|59|350||PX|295||1||||||||||1|2|Appartement|941032|35|2|||
5914P01|2015P01671|1594D*1|||||000001|01/01/2001|Vente|1,00|18||AV|0260|DU CHAMP DE COURSE|59130|LAMBERSART|59|328||AX|209||||||||||||0|1|Maison|289762|74|4|S||140
5914P01|2015P01671|1594D*1|||||000001|01/01/2001|Vente|1,00|9018||AV|0260|DU CHAMP DE COURSE|59130|LAMBERSART|59|328||AX|391||||||||||||0|3|Dépendance|289940|0|0|S||16
5914P01|2015P01672|1594D*1|||||000001|01/01/2001|Vente|1,00|5|B|RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|84||||||||||||0|1|Maison|330156|311|8|S||254
5914P01|2015P01675|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||10||||||||||1||||||||
5914P01|2015P01675|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|6946|DES PLOVINES|59000|LILLE|59|350||DV|240||29||||||||||1||||||||
5914P01|2015P01677|1049*1|1594D*1||||000001|01/01/2001|Vente|1,00|173||RUE|0376|D ARRAS|59000|LILLE|59|350||OX|313||4028||||||||||1|2|Appartement|959808|49|2|||
5914P01|2015P01677|1049*1|1594D*1||||000001|01/01/2001|Vente|1,00|13||RUE|1944|COURMONT|59000|LILLE|59|350||OX|313||1017||||||||||1|3|Dépendance|959856|0|0|||
5914P01|2015P01678|1594D*1|||||000001|01/01/2001|Vente|1,00|21||RUE|6687|PAUL PARISOT|59000|LILLE|59|350||DL|1097||213||||||||||1|2|Appartement|1186604|62|3|||
5914P01|2015P01680|1594OGA|||||000001|01/01/2001|Vente|1,00|15||RUE|0803|BERTHELOT|59000|LILLE|59|350||DE|186||||||||||||0||||||AB||631
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|193||||||||||||0|3|Dépendance|833827|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|195||||||||||||0|3|Dépendance|833825|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|226||||||||||||0|3|Dépendance|833799|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|227||||||||||||0|3|Dépendance|833798|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|238||||||||||||0|3|Dépendance|833787|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|239||||||||||||0|3|Dépendance|833786|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|243||||||||||||0|3|Dépendance|833835|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|244||||||||||||0|3|Dépendance|833834|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|245||||||||||||0|3|Dépendance|833833|0|0|S||15
5914P01|2015P01682|1594D*1|||||000001|01/01/2001|Vente|1,00|48|B|RUE|0560|LEON GAMBETTA|59790|RONCHIN|59|507||AA|246||||||||||||0|3|Dépendance|833832|0|0|S||15
5914P01|2015P01683|1594D*1|||||000001|01/01/2001|Vente|1,00|43||RUE|3739|DE GAND|59800|LILLE|59|350||HN|108||8||||||||||1|2|Appartement|959349|22|1|||
5914P01|2015P01684|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||PL|0817|JEAN MOULIN|59110|LA MADELEINE|59|368||AO|146||8||||||||||1|2|Appartement|1150481|83|4|||
5914P01|2015P01684|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||PL|0817|JEAN MOULIN|59110|LA MADELEINE|59|368||AO|146||46||||||||||1|3|Dépendance|1150543|0|0|||
5914P01|2015P01684|1594FQA*1|||||000001|01/01/2001|Vente|1,00|1||PL|0817|JEAN MOULIN|59110|LA MADELEINE|59|368||AO|146||47||||||||||1|3|Dépendance|1150544|0|0|||
5914P01|2015P01686|1594D*1|||||000002|01/01/2001|Vente|1,00|||AV|5966|DES MARTYRS HELLEMMES|59260|LILLE|59|350|298|AE|1388||||||||||||0||||||S||96
5914P01|2015P01688|1594D*1|||||000001|01/01/2001|Vente|1,00|252||RUE|8364|DE SOLFERINO|59000|LILLE|59|350||OS|33||204||6||||||||2|2|Appartement|1216676|64|3|||
5914P01|2015P01689|1594D*1|||||000001|01/01/2001|Vente|1,00|815||RUE|0760|D YPRES|59118|WAMBRECHIES|59|636||B|1197||||||||||||0|1|Maison|741032|86|3|S||168
